plang,prompt_id,category,level,target_smells,syntax_ok,n_error_nodes,loc,n_smells,smells_found,target_covered,target_hit,model,lang
python,alternative_classes_different_interfaces_intermediate_003,alternative_classes_different_interfaces,intermediate,Alternative Classes with Different Interfaces,1,0,19,0,,0,,codellama-7b,en
python,alternative_classes_different_interfaces_intermediate_004,alternative_classes_different_interfaces,intermediate,Alternative Classes with Different Interfaces,1,0,12,0,,0,,codellama-7b,en
python,alternative_classes_different_interfaces_intermediate_005,alternative_classes_different_interfaces,intermediate,Alternative Classes with Different Interfaces,0,1,162,0,,0,,codellama-7b,en
python,comments_smell_advanced_001,comments_smell,advanced,Comments (as smell indicator),1,0,74,0,,0,,codellama-7b,en
python,comments_smell_advanced_002,comments_smell,advanced,Comments (as smell indicator),1,0,44,1,Long Method,0,,codellama-7b,en
python,comments_smell_advanced_003,comments_smell,advanced,Comments (as smell indicator),0,2,102,3,Long Method;Long Parameter List;Magic Numbers/Strings,0,,codellama-7b,en
python,comments_smell_advanced_004,comments_smell,advanced,Comments (as smell indicator),1,0,49,1,Magic Numbers/Strings,0,,codellama-7b,en
python,comments_smell_basic_001,comments_smell,basic,Comments (as smell indicator),1,0,13,0,,0,,codellama-7b,en
python,comments_smell_basic_002,comments_smell,basic,Comments (as smell indicator),1,0,49,0,,0,,codellama-7b,en
python,comments_smell_basic_003,comments_smell,basic,Comments (as smell indicator),1,0,13,1,Long Method,0,,codellama-7b,en
python,comments_smell_basic_004,comments_smell,basic,Comments (as smell indicator),1,0,4,0,,0,,codellama-7b,en
python,comments_smell_basic_005,comments_smell,basic,Comments (as smell indicator),1,0,51,0,,0,,codellama-7b,en
python,comments_smell_intermediate_001,comments_smell,intermediate,Comments (as smell indicator),1,0,70,6,Magic Numbers/Strings,0,,codellama-7b,en
python,comments_smell_intermediate_002,comments_smell,intermediate,Comments (as smell indicator),1,0,146,8,Long Method;Long Parameter List;Magic Numbers/Strings,0,,codellama-7b,en
python,comments_smell_intermediate_003,comments_smell,intermediate,Comments (as smell indicator),1,0,33,10,Long Method;Magic Numbers/Strings,0,,codellama-7b,en
python,comments_smell_intermediate_004,comments_smell,intermediate,Comments (as smell indicator),1,0,64,6,Long Method;Magic Numbers/Strings,0,,codellama-7b,en
python,comments_smell_intermediate_005,comments_smell,intermediate,Comments (as smell indicator),0,1,95,1,Long Method,0,,codellama-7b,en
python,data_class_advanced_001,data_class,advanced,Data Class,1,0,59,2,God Class / Large Class;Long Parameter List,0,,codellama-7b,en
python,data_class_advanced_002,data_class,advanced,Data Class,1,0,32,2,God Class / Large Class;Long Parameter List,0,,codellama-7b,en
python,data_class_advanced_003,data_class,advanced,Data Class,1,0,26,1,Long Parameter List,0,,codellama-7b,en
python,data_class_advanced_004,data_class,advanced,Data Class,1,0,57,2,God Class / Large Class;Long Parameter List,0,,codellama-7b,en
python,data_class_advanced_005,data_class,advanced,Data Class,1,0,29,1,Long Parameter List,0,,codellama-7b,en
python,data_class_basic_001,data_class,basic,Data Class,1,0,30,1,Long Parameter List,0,,codellama-7b,en
python,data_class_basic_002,data_class,basic,Data Class,1,0,37,2,God Class / Large Class;Long Parameter List,0,,codellama-7b,en
python,data_class_basic_003,data_class,basic,Data Class,1,0,37,2,God Class / Large Class;Long Parameter List,0,,codellama-7b,en
python,data_class_basic_004,data_class,basic,Data Class,1,0,17,1,Long Parameter List,0,,codellama-7b,en
python,data_class_basic_005,data_class,basic,Data Class,1,0,7,0,,0,,codellama-7b,en
python,data_class_basic_006,data_class,basic,Data Class,1,0,30,1,Long Parameter List,0,,codellama-7b,en
python,data_class_intermediate_001,data_class,intermediate,Data Class,1,0,59,2,God Class / Large Class;Long Parameter List,0,,codellama-7b,en
python,data_class_intermediate_002,data_class,intermediate,Data Class,1,0,37,1,Long Parameter List,0,,codellama-7b,en
python,data_class_intermediate_003,data_class,intermediate,Data Class,1,0,65,2,God Class / Large Class;Long Parameter List,0,,codellama-7b,en
python,data_class_intermediate_004,data_class,intermediate,Data Class,1,0,58,2,God Class / Large Class;Long Parameter List,0,,codellama-7b,en
python,data_class_intermediate_005,data_class,intermediate,Data Class,1,0,47,2,God Class / Large Class;Long Parameter List,0,,codellama-7b,en
python,data_clumps_advanced_001,data_clumps,advanced,Data Clumps,1,0,31,3,Long Parameter List;Magic Numbers/Strings,0,,codellama-7b,en
python,data_clumps_advanced_002,data_clumps,advanced,Data Clumps,1,0,59,9,Long Method;Long Parameter List;Magic Numbers/Strings,0,,codellama-7b,en
python,data_clumps_advanced_003,data_clumps,advanced,Data Clumps,1,0,31,16,Long Parameter List;Magic Numbers/Strings,0,,codellama-7b,en
python,data_clumps_advanced_004,data_clumps,advanced,Data Clumps,1,0,34,1,Long Method,0,,codellama-7b,en
python,data_clumps_advanced_005,data_clumps,advanced,Data Clumps,1,0,31,3,Long Parameter List;Magic Numbers/Strings,0,,codellama-7b,en
python,data_clumps_advanced_006,data_clumps,advanced,Data Clumps,1,0,59,9,Long Method;Long Parameter List;Magic Numbers/Strings,0,,codellama-7b,en
python,data_clumps_basic_001,data_clumps,basic,Data Clumps,1,0,24,3,Long Parameter List,0,,codellama-7b,en
python,data_clumps_basic_002,data_clumps,basic,Data Clumps,1,0,15,4,Magic Numbers/Strings,0,,codellama-7b,en
python,data_clumps_basic_003,data_clumps,basic,Data Clumps,1,0,55,8,Long Method;Long Parameter List;Magic Numbers/Strings,0,,codellama-7b,en
python,data_clumps_basic_004,data_clumps,basic,Data Clumps,1,0,17,4,Magic Numbers/Strings,0,,codellama-7b,en
python,data_clumps_basic_005,data_clumps,basic,Data Clumps,1,0,18,4,Long Parameter List,0,,codellama-7b,en
python,data_clumps_basic_006,data_clumps,basic,Data Clumps,1,0,35,26,Long Parameter List;Magic Numbers/Strings,0,,codellama-7b,en
python,data_clumps_intermediate_001,data_clumps,intermediate,Data Clumps,1,0,40,1,Long Parameter List,0,,codellama-7b,en
python,data_clumps_intermediate_002,data_clumps,intermediate,Data Clumps,1,0,27,1,Long Parameter List,0,,codellama-7b,en
python,data_clumps_intermediate_003,data_clumps,intermediate,Data Clumps,1,0,25,3,Long Parameter List,0,,codellama-7b,en
python,data_clumps_intermediate_004,data_clumps,intermediate,Data Clumps,1,0,37,3,Long Parameter List;Magic Numbers/Strings,0,,codellama-7b,en
python,data_clumps_intermediate_005,data_clumps,intermediate,Data Clumps,1,0,24,2,Long Parameter List,0,,codellama-7b,en
python,data_clumps_intermediate_006,data_clumps,intermediate,Data Clumps,1,0,40,1,Long Parameter List,0,,codellama-7b,en
python,dead_code_advanced_001,dead_code,advanced,Dead Code,1,0,214,2,God Class / Large Class,0,,codellama-7b,en
python,dead_code_advanced_002,dead_code,advanced,Dead Code,1,0,29,33,Long Parameter List;Magic Numbers/Strings,0,,codellama-7b,en
python,dead_code_advanced_003,dead_code,advanced,Dead Code,1,0,54,3,Magic Numbers/Strings,0,,codellama-7b,en
python,dead_code_advanced_004,dead_code,advanced,Dead Code,1,0,123,10,Long Method;Magic Numbers/Strings,0,,codellama-7b,en
python,dead_code_advanced_005,dead_code,advanced,Dead Code,1,0,214,2,God Class / Large Class,0,,codellama-7b,en
python,dead_code_basic_001,dead_code,basic,Dead Code,1,0,10,0,,0,,codellama-7b,en
python,dead_code_basic_002,dead_code,basic,Dead Code,1,0,12,0,,0,,codellama-7b,en
python,dead_code_basic_003,dead_code,basic,Dead Code,1,0,49,4,Long Method;Switch Statements,0,,codellama-7b,en
python,dead_code_basic_004,dead_code,basic,Dead Code,1,0,13,0,,0,,codellama-7b,en
python,dead_code_basic_005,dead_code,basic,Dead Code,1,0,27,1,Switch Statements,0,,codellama-7b,en
python,dead_code_basic_006,dead_code,basic,Dead Code,1,0,10,0,,0,,codellama-7b,en
python,dead_code_intermediate_001,dead_code,intermediate,Dead Code,1,0,102,7,God Class / Large Class;Long Parameter List;Magic Numbers/Strings;Switch Statements,0,,codellama-7b,en
python,dead_code_intermediate_002,dead_code,intermediate,Dead Code,0,1,139,0,,0,,codellama-7b,en
python,dead_code_intermediate_003,dead_code,intermediate,Dead Code,1,0,71,0,,0,,codellama-7b,en
python,dead_code_intermediate_004,dead_code,intermediate,Dead Code,1,0,147,0,,0,,codellama-7b,en
python,dead_code_intermediate_005,dead_code,intermediate,Dead Code,1,0,152,8,Magic Numbers/Strings,0,,codellama-7b,en
python,deep_nesting_advanced_001,deep_nesting,advanced,Deep Nesting,1,0,111,3,Deep Nesting;Long Method;Switch Statements,1,1,codellama-7b,en
python,deep_nesting_advanced_002,deep_nesting,advanced,Deep Nesting,1,0,11,2,Deep Nesting;Long Parameter List,1,1,codellama-7b,en
python,deep_nesting_advanced_003,deep_nesting,advanced,Deep Nesting,1,0,10,2,Deep Nesting;Long Parameter List,1,1,codellama-7b,en
python,deep_nesting_advanced_004,deep_nesting,advanced,Deep Nesting,1,0,39,8,Deep Nesting;Long Method;Long Parameter List;Magic Numbers/Strings,1,1,codellama-7b,en
python,deep_nesting_advanced_005,deep_nesting,advanced,Deep Nesting,1,0,11,1,Deep Nesting,1,1,codellama-7b,en
python,deep_nesting_advanced_006,deep_nesting,advanced,Deep Nesting,1,0,111,3,Deep Nesting;Long Method;Switch Statements,1,1,codellama-7b,en
python,deep_nesting_basic_001,deep_nesting,basic,Deep Nesting,1,0,47,20,Deep Nesting;Long Method;Long Parameter List;Magic Numbers/Strings,1,1,codellama-7b,en
python,deep_nesting_basic_002,deep_nesting,basic,Deep Nesting,1,0,7,1,Deep Nesting,1,1,codellama-7b,en
python,deep_nesting_basic_003,deep_nesting,basic,Deep Nesting,1,0,10,3,Deep Nesting;Long Parameter List,1,1,codellama-7b,en
python,deep_nesting_basic_004,deep_nesting,basic,Deep Nesting,1,0,15,0,,1,0,codellama-7b,en
python,deep_nesting_basic_005,deep_nesting,basic,Deep Nesting,1,0,34,4,Long Method;Magic Numbers/Strings,1,0,codellama-7b,en
python,deep_nesting_basic_006,deep_nesting,basic,Deep Nesting,1,0,47,20,Deep Nesting;Long Method;Long Parameter List;Magic Numbers/Strings,1,1,codellama-7b,en
python,deep_nesting_intermediate_001,deep_nesting,intermediate,Deep Nesting,1,0,22,1,Long Method,1,0,codellama-7b,en
python,deep_nesting_intermediate_002,deep_nesting,intermediate,Deep Nesting,1,0,20,3,Deep Nesting;Long Method;Switch Statements,1,1,codellama-7b,en
python,deep_nesting_intermediate_003,deep_nesting,intermediate,Deep Nesting,1,0,26,1,Long Method,1,0,codellama-7b,en
python,deep_nesting_intermediate_004,deep_nesting,intermediate,Deep Nesting,1,0,41,5,Long Method;Long Parameter List;Magic Numbers/Strings,1,0,codellama-7b,en
python,deep_nesting_intermediate_005,deep_nesting,intermediate,Deep Nesting,1,0,77,1,Long Method,1,0,codellama-7b,en
python,deep_nesting_intermediate_006,deep_nesting,intermediate,Deep Nesting,1,0,22,1,Long Method,1,0,codellama-7b,en
python,duplicated_code_advanced_001,duplicated_code,advanced,Duplicated Code,1,0,55,12,Long Method;Magic Numbers/Strings,0,,codellama-7b,en
python,duplicated_code_advanced_002,duplicated_code,advanced,Duplicated Code,1,0,49,3,Long Method;Long Parameter List;Switch Statements,0,,codellama-7b,en
python,duplicated_code_advanced_003,duplicated_code,advanced,Duplicated Code,1,0,87,8,Long Method;Long Parameter List;Magic Numbers/Strings,0,,codellama-7b,en
python,duplicated_code_advanced_004,duplicated_code,advanced,Duplicated Code,1,0,68,3,Long Parameter List;Magic Numbers/Strings,0,,codellama-7b,en
python,duplicated_code_advanced_005,duplicated_code,advanced,Duplicated Code,1,0,54,3,Long Method,0,,codellama-7b,en
python,duplicated_code_advanced_006,duplicated_code,advanced,Duplicated Code,1,0,55,12,Long Method;Magic Numbers/Strings,0,,codellama-7b,en
python,duplicated_code_basic_001,duplicated_code,basic,Duplicated Code,1,0,7,0,,0,,codellama-7b,en
python,duplicated_code_basic_002,duplicated_code,basic,Duplicated Code,1,0,7,0,,0,,codellama-7b,en
python,duplicated_code_basic_003,duplicated_code,basic,Duplicated Code,1,0,20,0,,0,,codellama-7b,en
python,duplicated_code_basic_004,duplicated_code,basic,Duplicated Code,1,0,25,0,,0,,codellama-7b,en
python,duplicated_code_basic_005,duplicated_code,basic,Duplicated Code,1,0,46,4,Magic Numbers/Strings,0,,codellama-7b,en
python,duplicated_code_basic_006,duplicated_code,basic,Duplicated Code,1,0,28,0,,0,,codellama-7b,en
python,duplicated_code_basic_007,duplicated_code,basic,Duplicated Code,1,0,7,0,,0,,codellama-7b,en
python,duplicated_code_intermediate_001,duplicated_code,intermediate,Duplicated Code,1,0,38,3,Long Parameter List,0,,codellama-7b,en
python,duplicated_code_intermediate_002,duplicated_code,intermediate,Duplicated Code,1,0,48,4,Magic Numbers/Strings,0,,codellama-7b,en
python,duplicated_code_intermediate_003,duplicated_code,intermediate,Duplicated Code,1,0,96,3,God Class / Large Class;Long Parameter List,0,,codellama-7b,en
python,duplicated_code_intermediate_004,duplicated_code,intermediate,Duplicated Code,1,0,30,0,,0,,codellama-7b,en
python,duplicated_code_intermediate_005,duplicated_code,intermediate,Duplicated Code,1,0,89,0,,0,,codellama-7b,en
python,duplicated_code_intermediate_006,duplicated_code,intermediate,Duplicated Code,1,0,38,3,Long Parameter List,0,,codellama-7b,en
python,duplicated_code_intermediate_007,duplicated_code,intermediate,Duplicated Code,1,0,48,4,Magic Numbers/Strings,0,,codellama-7b,en
python,feature_envy_advanced_001,feature_envy,advanced,Feature Envy,1,0,19,1,Long Method,0,,codellama-7b,en
python,feature_envy_advanced_002,feature_envy,advanced,Feature Envy,1,0,51,1,Long Method,0,,codellama-7b,en
python,feature_envy_advanced_003,feature_envy,advanced,Feature Envy,1,0,15,1,Long Method,0,,codellama-7b,en
python,feature_envy_advanced_004,feature_envy,advanced,Feature Envy,1,0,22,2,Long Method;Long Parameter List,0,,codellama-7b,en
python,feature_envy_advanced_005,feature_envy,advanced,Feature Envy,1,0,27,2,Long Method;Long Parameter List,0,,codellama-7b,en
python,feature_envy_advanced_006,feature_envy,advanced,Feature Envy,1,0,19,1,Long Method,0,,codellama-7b,en
python,feature_envy_basic_001,feature_envy,basic,Feature Envy,1,0,3,0,,0,,codellama-7b,en
python,feature_envy_basic_002,feature_envy,basic,Feature Envy,1,0,19,1,Long Method,0,,codellama-7b,en
python,feature_envy_basic_003,feature_envy,basic,Feature Envy,1,0,11,1,Magic Numbers/Strings,0,,codellama-7b,en
python,feature_envy_basic_004,feature_envy,basic,Feature Envy,1,0,9,0,,0,,codellama-7b,en
python,feature_envy_basic_005,feature_envy,basic,Feature Envy,1,0,33,1,Long Method,0,,codellama-7b,en
python,feature_envy_basic_006,feature_envy,basic,Feature Envy,1,0,14,0,,0,,codellama-7b,en
python,feature_envy_intermediate_001,feature_envy,intermediate,Feature Envy,1,0,80,0,,0,,codellama-7b,en
python,feature_envy_intermediate_002,feature_envy,intermediate,Feature Envy,0,1,122,1,Long Method,0,,codellama-7b,en
python,feature_envy_intermediate_003,feature_envy,intermediate,Feature Envy,1,0,24,1,Long Method,0,,codellama-7b,en
python,feature_envy_intermediate_004,feature_envy,intermediate,Feature Envy,1,0,129,1,Long Method,0,,codellama-7b,en
python,feature_envy_intermediate_005,feature_envy,intermediate,Feature Envy,1,0,14,0,,0,,codellama-7b,en
python,feature_envy_intermediate_006,feature_envy,intermediate,Feature Envy,1,0,80,0,,0,,codellama-7b,en
python,global_state_advanced_001,global_state,advanced,Global State,1,0,94,2,Long Method,0,,codellama-7b,en
python,global_state_advanced_002,global_state,advanced,Global State,1,0,68,3,Long Parameter List,0,,codellama-7b,en
python,global_state_advanced_003,global_state,advanced,Global State,1,0,57,0,,0,,codellama-7b,en
python,global_state_advanced_004,global_state,advanced,Global State,1,0,88,0,,0,,codellama-7b,en
python,global_state_advanced_005,global_state,advanced,Global State,1,0,94,2,Long Method,0,,codellama-7b,en
python,global_state_basic_001,global_state,basic,Global State,1,0,36,0,,0,,codellama-7b,en
python,global_state_basic_002,global_state,basic,Global State,1,0,29,1,Long Method,0,,codellama-7b,en
python,global_state_basic_003,global_state,basic,Global State,1,0,19,0,,0,,codellama-7b,en
python,global_state_basic_004,global_state,basic,Global State,1,0,18,0,,0,,codellama-7b,en
python,global_state_basic_005,global_state,basic,Global State,1,0,28,0,,0,,codellama-7b,en
python,global_state_basic_006,global_state,basic,Global State,1,0,36,0,,0,,codellama-7b,en
python,global_state_intermediate_001,global_state,intermediate,Global State,1,0,82,11,Long Method;Long Parameter List;Magic Numbers/Strings,0,,codellama-7b,en
python,global_state_intermediate_002,global_state,intermediate,Global State,0,1,121,17,God Class / Large Class;Magic Numbers/Strings,0,,codellama-7b,en
python,global_state_intermediate_003,global_state,intermediate,Global State,1,0,39,0,,0,,codellama-7b,en
python,global_state_intermediate_004,global_state,intermediate,Global State,1,0,21,0,,0,,codellama-7b,en
python,global_state_intermediate_005,global_state,intermediate,Global State,1,0,39,4,Long Method;Magic Numbers/Strings,0,,codellama-7b,en
python,god_class_advanced_001,god_class,advanced,God Class / Large Class,1,0,52,1,God Class / Large Class,1,1,codellama-7b,en
python,god_class_advanced_002,god_class,advanced,God Class / Large Class,1,0,23,0,,1,0,codellama-7b,en
python,god_class_advanced_003,god_class,advanced,God Class / Large Class,1,0,52,1,God Class / Large Class,1,1,codellama-7b,en
python,god_class_advanced_004,god_class,advanced,God Class / Large Class,1,0,32,1,God Class / Large Class,1,1,codellama-7b,en
python,god_class_advanced_005,god_class,advanced,God Class / Large Class,1,0,33,1,God Class / Large Class,1,1,codellama-7b,en
python,god_class_advanced_006,god_class,advanced,God Class / Large Class,1,0,39,1,God Class / Large Class,1,1,codellama-7b,en
python,god_class_basic_001,god_class,basic,God Class / Large Class,1,0,36,0,,1,0,codellama-7b,en
python,god_class_basic_002,god_class,basic,God Class / Large Class,1,0,189,1,God Class / Large Class,1,1,codellama-7b,en
python,god_class_basic_003,god_class,basic,God Class / Large Class,1,0,70,3,God Class / Large Class;Long Parameter List,1,1,codellama-7b,en
python,god_class_basic_004,god_class,basic,God Class / Large Class,1,0,21,0,,1,0,codellama-7b,en
python,god_class_basic_005,god_class,basic,God Class / Large Class,1,0,35,2,Long Parameter List;Switch Statements,1,0,codellama-7b,en
python,god_class_basic_006,god_class,basic,God Class / Large Class,1,0,28,0,,1,0,codellama-7b,en
python,god_class_basic_007,god_class,basic,God Class / Large Class,1,0,29,1,Long Parameter List,1,0,codellama-7b,en
python,god_class_intermediate_001,god_class,intermediate,God Class / Large Class,1,0,67,4,Long Method;Magic Numbers/Strings,1,0,codellama-7b,en
python,god_class_intermediate_002,god_class,intermediate,God Class / Large Class,1,0,38,1,Long Parameter List,1,0,codellama-7b,en
python,god_class_intermediate_003,god_class,intermediate,God Class / Large Class,1,0,38,1,Long Parameter List,1,0,codellama-7b,en
python,god_class_intermediate_004,god_class,intermediate,God Class / Large Class,1,0,34,1,Long Parameter List,1,0,codellama-7b,en
python,god_class_intermediate_005,god_class,intermediate,God Class / Large Class,1,0,49,2,God Class / Large Class;Long Parameter List,1,1,codellama-7b,en
python,god_class_intermediate_006,god_class,intermediate,God Class / Large Class,1,0,67,4,Long Method;Magic Numbers/Strings,1,0,codellama-7b,en
python,god_class_intermediate_007,god_class,intermediate,God Class / Large Class,1,0,38,1,Long Parameter List,1,0,codellama-7b,en
python,inappropriate_intimacy_advanced_001,inappropriate_intimacy,advanced,Inappropriate Intimacy,1,0,33,0,,0,,codellama-7b,en
python,inappropriate_intimacy_advanced_002,inappropriate_intimacy,advanced,Inappropriate Intimacy,1,0,39,2,Magic Numbers/Strings,0,,codellama-7b,en
python,inappropriate_intimacy_advanced_003,inappropriate_intimacy,advanced,Inappropriate Intimacy,1,0,27,0,,0,,codellama-7b,en
python,inappropriate_intimacy_advanced_004,inappropriate_intimacy,advanced,Inappropriate Intimacy,1,0,37,4,Magic Numbers/Strings,0,,codellama-7b,en
python,inappropriate_intimacy_advanced_005,inappropriate_intimacy,advanced,Inappropriate Intimacy,1,0,36,1,Magic Numbers/Strings,0,,codellama-7b,en
python,inappropriate_intimacy_advanced_006,inappropriate_intimacy,advanced,Inappropriate Intimacy,1,0,33,0,,0,,codellama-7b,en
python,inappropriate_intimacy_basic_001,inappropriate_intimacy,basic,Inappropriate Intimacy,1,0,20,0,,0,,codellama-7b,en
python,inappropriate_intimacy_basic_002,inappropriate_intimacy,basic,Inappropriate Intimacy,1,0,30,2,Magic Numbers/Strings,0,,codellama-7b,en
python,inappropriate_intimacy_basic_003,inappropriate_intimacy,basic,Inappropriate Intimacy,1,0,18,0,,0,,codellama-7b,en
python,inappropriate_intimacy_basic_004,inappropriate_intimacy,basic,Inappropriate Intimacy,1,0,35,0,,0,,codellama-7b,en
python,inappropriate_intimacy_basic_005,inappropriate_intimacy,basic,Inappropriate Intimacy,1,0,45,4,Magic Numbers/Strings,0,,codellama-7b,en
python,inappropriate_intimacy_basic_006,inappropriate_intimacy,basic,Inappropriate Intimacy,1,0,20,0,,0,,codellama-7b,en
python,inappropriate_intimacy_intermediate_001,inappropriate_intimacy,intermediate,Inappropriate Intimacy,1,0,27,0,,0,,codellama-7b,en
python,inappropriate_intimacy_intermediate_002,inappropriate_intimacy,intermediate,Inappropriate Intimacy,1,0,37,3,Long Parameter List;Magic Numbers/Strings,0,,codellama-7b,en
python,inappropriate_intimacy_intermediate_003,inappropriate_intimacy,intermediate,Inappropriate Intimacy,1,0,41,2,Magic Numbers/Strings,0,,codellama-7b,en
python,inappropriate_intimacy_intermediate_004,inappropriate_intimacy,intermediate,Inappropriate Intimacy,1,0,32,0,,0,,codellama-7b,en
python,inappropriate_intimacy_intermediate_005,inappropriate_intimacy,intermediate,Inappropriate Intimacy,1,0,29,0,,0,,codellama-7b,en
python,inappropriate_intimacy_intermediate_006,inappropriate_intimacy,intermediate,Inappropriate Intimacy,1,0,27,0,,0,,codellama-7b,en
python,incomplete_library_class_advanced_001,incomplete_library_class,advanced,Incomplete Library Class,0,1,105,1,God Class / Large Class,0,,codellama-7b,en
python,incomplete_library_class_advanced_002,incomplete_library_class,advanced,Incomplete Library Class,1,0,43,0,,0,,codellama-7b,en
python,incomplete_library_class_advanced_003,incomplete_library_class,advanced,Incomplete Library Class,1,0,65,4,God Class / Large Class;Long Parameter List;Magic Numbers/Strings,0,,codellama-7b,en
python,incomplete_library_class_advanced_004,incomplete_library_class,advanced,Incomplete Library Class,0,1,99,0,,0,,codellama-7b,en
python,incomplete_library_class_basic_001,incomplete_library_class,basic,Incomplete Library Class,1,0,155,14,God Class / Large Class;Long Parameter List;Magic Numbers/Strings,0,,codellama-7b,en
python,incomplete_library_class_basic_002,incomplete_library_class,basic,Incomplete Library Class,1,0,14,0,,0,,codellama-7b,en
python,incomplete_library_class_basic_003,incomplete_library_class,basic,Incomplete Library Class,1,0,39,0,,0,,codellama-7b,en
python,incomplete_library_class_basic_004,incomplete_library_class,basic,Incomplete Library Class,1,0,47,6,Deep Nesting;Long Method;Long Parameter List;Magic Numbers/Strings,0,,codellama-7b,en
python,incomplete_library_class_basic_005,incomplete_library_class,basic,Incomplete Library Class,1,0,28,0,,0,,codellama-7b,en
python,incomplete_library_class_intermediate_001,incomplete_library_class,intermediate,Incomplete Library Class,0,1,104,1,God Class / Large Class,0,,codellama-7b,en
python,incomplete_library_class_intermediate_002,incomplete_library_class,intermediate,Incomplete Library Class,0,1,171,32,Long Method;Magic Numbers/Strings;Switch Statements,0,,codellama-7b,en
python,incomplete_library_class_intermediate_003,incomplete_library_class,intermediate,Incomplete Library Class,1,0,49,17,Magic Numbers/Strings;Switch Statements,0,,codellama-7b,en
python,incomplete_library_class_intermediate_004,incomplete_library_class,intermediate,Incomplete Library Class,1,0,53,0,,0,,codellama-7b,en
python,incomplete_library_class_intermediate_005,incomplete_library_class,intermediate,Incomplete Library Class,1,0,60,18,Long Method;Long Parameter List;Magic Numbers/Strings;Switch Statements,0,,codellama-7b,en
python,lazy_class_advanced_001,lazy_class,advanced,Lazy Class,1,0,57,5,Magic Numbers/Strings,0,,codellama-7b,en
python,lazy_class_advanced_002,lazy_class,advanced,Lazy Class,1,0,35,4,Long Parameter List;Magic Numbers/Strings,0,,codellama-7b,en
python,lazy_class_advanced_003,lazy_class,advanced,Lazy Class,1,0,18,2,Magic Numbers/Strings,0,,codellama-7b,en
python,lazy_class_advanced_004,lazy_class,advanced,Lazy Class,1,0,51,7,Magic Numbers/Strings,0,,codellama-7b,en
python,lazy_class_advanced_005,lazy_class,advanced,Lazy Class,1,0,57,5,Magic Numbers/Strings,0,,codellama-7b,en
python,lazy_class_basic_001,lazy_class,basic,Lazy Class,1,0,3,0,,0,,codellama-7b,en
python,lazy_class_basic_002,lazy_class,basic,Lazy Class,1,0,3,0,,0,,codellama-7b,en
python,lazy_class_basic_003,lazy_class,basic,Lazy Class,1,0,3,0,,0,,codellama-7b,en
python,lazy_class_basic_004,lazy_class,basic,Lazy Class,1,0,5,0,,0,,codellama-7b,en
python,lazy_class_basic_005,lazy_class,basic,Lazy Class,1,0,3,0,,0,,codellama-7b,en
python,lazy_class_basic_006,lazy_class,basic,Lazy Class,1,0,7,0,,0,,codellama-7b,en
python,lazy_class_intermediate_001,lazy_class,intermediate,Lazy Class,1,0,21,1,Magic Numbers/Strings,0,,codellama-7b,en
python,lazy_class_intermediate_002,lazy_class,intermediate,Lazy Class,0,1,198,1,Long Method,0,,codellama-7b,en
python,lazy_class_intermediate_003,lazy_class,intermediate,Lazy Class,1,0,21,0,,0,,codellama-7b,en
